テストケースID,元テスト設計ID,テスト観点ID,テストアプローチID,実行区分,テストレベル/タイプ,優先度,テストケース名,前提条件,入力/データ,手順,期待結果,確認方法/証跡,関連質問ID,仕様,リスクID,状態,実行結果,実行日時,実行コマンド,ブラウザ/プロジェクト結果,Bug ID,実行メモ
TC-E2E-015,TD010,TV010,TA003,E2E自動,E2E,高,投資率境界 - 100%超,対象HTMLをブラウザ自動テストで開けること,"investRate=150%を直接入力、salary=3,000,000円、その他はデフォルト値",ブラウザ入力または直接入力で投資率150を設定して開始し、現金・投資残高を確認する。,投資率150%でもJavaScript例外で停止せず、投資残高と現金が数値として表示されること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.2、7.2,"R003, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-016,TD017,TV017,TA005,E2E自動,E2E,高,給与変更1件 - 給与変更年齢40歳,対象HTMLをブラウザ自動テストで開けること,"baseSalary=3,000,000円、給与変更 age=40, salary=8,000,000円","給与変更UIで40歳・8,000,000円を1件追加し、40歳前後の年収表示を確認する。","39歳までは基本年収、40歳以降は年収8,000,000円が適用され、結果に年収表示が出ること",E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008,R004,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-017,TD017,TV017,TA005,E2E自動,E2E,高,給与変更1件 - 変更後年収800万円,対象HTMLをブラウザ自動テストで開けること,"給与変更 age=40, salary=8,000,000円","給与変更UIで40歳・8,000,000円を1件追加し、指定年齢以降の結果を確認する。","40歳以降の給与行に変更後年収8,000,000円が反映されること",E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008,R004,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-018,TD018,TV018,TA005,E2E自動,E2E,中,給与変更UI状態 - 表示,対象HTMLをブラウザ自動テストで開けること,表示,ブラウザ自動テストで「表示」を設定し、ブラウザ操作で入力状態と結果表示を確認する。,UI操作後も入力欄、削除、開始処理が破綻しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、3.1.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-019,TD018,TV018,TA005,E2E自動,E2E,中,給与変更UI状態 - 非表示,対象HTMLをブラウザ自動テストで開けること,非表示,ブラウザ自動テストで「非表示」を設定し、ブラウザ操作で入力状態と結果表示を確認する。,UI操作後も入力欄、削除、開始処理が破綻しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、3.1.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-020,TD018,TV018,TA005,E2E自動,E2E,中,給与変更UI状態 - 追加,対象HTMLをブラウザ自動テストで開けること,追加,ブラウザ自動テストで「追加」を設定し、ブラウザ操作で入力状態と結果表示を確認する。,UI操作後も入力欄、削除、開始処理が破綻しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、3.1.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-021,TD018,TV018,TA005,E2E自動,E2E,中,給与変更UI状態 - 削除を複数回繰り返す,対象HTMLをブラウザ自動テストで開けること,削除を複数回繰り返す,ブラウザ自動テストで「削除を複数回繰り返す」を設定し、ブラウザ操作で入力状態と結果表示を確認する。,UI操作後も入力欄、削除、開始処理が破綻しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、3.1.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-027,TD020,TV020,TA005,E2E自動,E2E,中,給与変更異常値 - 給与変更の年齢,対象HTMLをブラウザ自動テストで開けること,給与変更の年齢,ブラウザ自動テストで「給与変更の年齢」を設定し、UI入力後に開始し、結果とコンソールエラーを確認する。,無効設定として採用されず、シミュレーションが停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、7.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-028,TD020,TV020,TA005,E2E自動,E2E,中,給与変更異常値 - 年収が空欄,対象HTMLをブラウザ自動テストで開けること,年収が空欄,ブラウザ自動テストで「年収が空欄」を設定し、UI入力後に開始し、結果とコンソールエラーを確認する。,無効設定として採用されず、シミュレーションが停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、7.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-029,TD020,TV020,TA005,E2E自動,E2E,中,給与変更異常値 - 0,対象HTMLをブラウザ自動テストで開けること,0,ブラウザ自動テストで「0」を設定し、UI入力後に開始し、結果とコンソールエラーを確認する。,無効設定として採用されず、シミュレーションが停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、7.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-030,TD020,TV020,TA005,E2E自動,E2E,中,給与変更異常値 - 負値,対象HTMLをブラウザ自動テストで開けること,負値,ブラウザ自動テストで「負値」を設定し、UI入力後に開始し、結果とコンソールエラーを確認する。,無効設定として採用されず、シミュレーションが停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008、7.2,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-031,TD022,TV022,TA006,E2E自動,E2E,高,イベント発生率境界 - イベント発生率0%,対象HTMLをブラウザ自動テストで開けること,eventProb=0%、その他はデフォルト値,イベント発生率欄に0を入力して開始し、イベント表示と資産変化を確認する。,結果内にランダムイベント行が出力されないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 5.3,R005,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-032,TD022,TV022,TA006,E2E自動,E2E,高,イベント発生率境界 - 100%,対象HTMLをブラウザ自動テストで開けること,eventProb=100%、その他はデフォルト値,イベント発生率欄に100を入力して開始し、イベント表示と資産変化を確認する。,各月でランダムイベント行が出力され、イベント費用が資産推移に反映されること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 5.3,R005,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-033,TD026,TV026,TA007,E2E自動,E2E,高,長期シミュレーション - 標準デフォルト条件,対象HTMLをブラウザ自動テストで開けること,"startAge=30, retirementAge=65, pensionStartAge=65, salary=3,000,000円, monthlyPension=145,000円, investRate=20%, interest=4%, eventProb=1%",デフォルト値のまま開始から100歳まで実行し、各期間の出力存在を確認する。,30歳1月から100歳12月までの月次結果が生成され、現役期間と年金受給期間の収入行が確認できること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 9.2,R002,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-036,TD032,TV032,TA009,E2E自動,E2E,高,デフォルト実行 - 初期値のまま開始,対象HTMLをブラウザ自動テストで開けること,初期値のまま開始,ブラウザ自動テストで「初期値のまま開始」を設定し、ブラウザで開始し、結果表示エリアと先頭・末尾付近の行を確認する。,30歳1月から100歳までの月次結果が表示されること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.1、3.1.3,"R006, R008",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-037,TD034,TV034,TA009,E2E自動,E2E,中,再実行更新 - 初回実行後に入力値を変更して再実行,対象HTMLをブラウザ自動テストで開けること,初回実行後に入力値を変更して再実行,ブラウザ自動テストで「初回実行後に入力値を変更して再実行」を設定し、ブラウザ操作で結果表示の更新を確認する。,前回結果が残らず、現在入力に基づく結果へ更新されること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.1、F006,"R006, R008",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-038,TD035,TV035,TA010,E2E自動,E2E,中,入力変更反映 - 年収,対象HTMLをブラウザ自動テストで開けること,年収,ブラウザ自動テストで「年収」を設定し、変更前後の結果差分を確認する。,対応する収入、支出、投資、イベント、総資産が変化すること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.2、F007,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-039,TD035,TV035,TA010,E2E自動,E2E,中,入力変更反映 - 生活費,対象HTMLをブラウザ自動テストで開けること,生活費,ブラウザ自動テストで「生活費」を設定し、変更前後の結果差分を確認する。,対応する収入、支出、投資、イベント、総資産が変化すること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.2、F007,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-040,TD035,TV035,TA010,E2E自動,E2E,中,入力変更反映 - 投資率,対象HTMLをブラウザ自動テストで開けること,投資率,ブラウザ自動テストで「投資率」を設定し、変更前後の結果差分を確認する。,対応する収入、支出、投資、イベント、総資産が変化すること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.2、F007,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-041,TD035,TV035,TA010,E2E自動,E2E,中,入力変更反映 - 利回り,対象HTMLをブラウザ自動テストで開けること,利回り,ブラウザ自動テストで「利回り」を設定し、変更前後の結果差分を確認する。,対応する収入、支出、投資、イベント、総資産が変化すること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.2、F007,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-042,TD035,TV035,TA010,E2E自動,E2E,中,入力変更反映 - イベント発生率を個別変更,対象HTMLをブラウザ自動テストで開けること,イベント発生率を個別変更,ブラウザ自動テストで「イベント発生率を個別変更」を設定し、変更前後の結果差分を確認する。,対応する収入、支出、投資、イベント、総資産が変化すること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 3.1.2、F007,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-043,TD036,TV036,TA010,E2E自動,E2E,中,空欄・不正入力 - 空欄,対象HTMLをブラウザ自動テストで開けること,空欄,ブラウザ自動テストで「空欄」を設定し、ブラウザで開始し、表示とコンソールエラーを確認する。,入力不備が0扱いまたは仕様上の扱いとなり、操作が停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 7.2,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-044,TD036,TV036,TA010,E2E自動,E2E,中,空欄・不正入力 - 不正数値,対象HTMLをブラウザ自動テストで開けること,不正数値,ブラウザ自動テストで「不正数値」を設定し、ブラウザで開始し、表示とコンソールエラーを確認する。,入力不備が0扱いまたは仕様上の扱いとなり、操作が停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 7.2,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-045,TD036,TV036,TA010,E2E自動,E2E,中,空欄・不正入力 - 未入力の主要入力欄,対象HTMLをブラウザ自動テストで開けること,未入力の主要入力欄,ブラウザ自動テストで「未入力の主要入力欄」を設定し、ブラウザで開始し、表示とコンソールエラーを確認する。,入力不備が0扱いまたは仕様上の扱いとなり、操作が停止しないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 7.2,R006,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-046,TD038,TV038,TA010,E2E自動,E2E,中,削除済み給与変更 - 給与変更を追加,対象HTMLをブラウザ自動テストで開けること,給与変更を追加,ブラウザ自動テストで「給与変更を追加」を設定し、ブラウザ操作で削除前後の結果を比較する。,削除済み設定が結果へ残らないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-047,TD038,TV038,TA010,E2E自動,E2E,中,削除済み給与変更 - 削除,対象HTMLをブラウザ自動テストで開けること,削除,ブラウザ自動テストで「削除」を設定し、ブラウザ操作で削除前後の結果を比較する。,削除済み設定が結果へ残らないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-048,TD038,TV038,TA010,E2E自動,E2E,中,削除済み給与変更 - 再実行,対象HTMLをブラウザ自動テストで開けること,再実行,ブラウザ自動テストで「再実行」を設定し、ブラウザ操作で削除前後の結果を比較する。,削除済み設定が結果へ残らないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`spec/仕様書.md` 2.2 F008,"R004, R006",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-049,TD039,TV039,TA011,E2E自動,E2E,高,READMEシナリオ - 一般的なサラリーマン,対象HTMLをブラウザ自動テストで開けること,"salary=4,000,000円, retirementAge=65, investRate=20%, interest=4%, monthlyPension=150,000円",README使用例の一般的なサラリーマン条件を入力して開始する。,30歳1月の給与行、65歳1月以降の年金行、現金・投資・総資産行が表示され、コンソールエラーがないこと,E2E実行ログ、スクリーンショット、コンソールログ,なし,`sample_app/README.md` 使用例,"R001, R002, R003, R004",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-050,TD039,TV039,TA011,E2E自動,E2E,高,READMEシナリオ - キャリアアップ型,対象HTMLをブラウザ自動テストで開けること,"baseSalary=4,000,000円, salaryChanges=[30歳:5,000,000円, 40歳:7,000,000円], investRate=25%, interest=4%, retirementAge=65, monthlyPension=180,000円",README使用例のキャリアアップ型条件を入力し、給与変更を2件追加して開始する。,"30歳以降に年収5,000,000円、40歳以降に年収7,000,000円の表示が出て、65歳以降は年金行が表示されること",E2E実行ログ、スクリーンショット、コンソールログ,なし,`sample_app/README.md` 使用例,"R001, R002, R003, R004",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-051,TD039,TV039,TA011,E2E自動,E2E,高,READMEシナリオ - 早期退職,対象HTMLをブラウザ自動テストで開けること,"salary=6,000,000円, retirementAge=55, pensionStartAge=65, gapIncome=50,000円, investRate=30%, interest=5%",README使用例の早期退職プラン条件を入力して開始する。,55歳以降に退職後収入期間が表示され、65歳以降に年金受給期間へ切り替わること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`sample_app/README.md` 使用例,"R001, R002, R003, R004",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-052,TD039,TV039,TA011,E2E自動,E2E,高,READMEシナリオ - 高収入・晩年退職,対象HTMLをブラウザ自動テストで開けること,"salary=10,000,000円, retirementAge=70, investRate=40%, interest=3%, monthlyPension=200,000円",README使用例の高収入・晩年退職条件を入力して開始する。,69歳12月まで給与行が表示され、70歳1月以降に年金行へ切り替わり、結果表示が最後まで生成されること,E2E実行ログ、スクリーンショット、コンソールログ,なし,`sample_app/README.md` 使用例,"R001, R002, R003, R004",作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-053,TD043,TV043,TA012,E2E自動,Security,高,外部通信なし - 標準実行,対象HTMLをブラウザ自動テストで開けること,標準実行,ブラウザ自動テストで「標準実行」を設定し、DevTools Networkまたはコードレビューで通信・保存処理を確認する。,入力値がサーバー送信、永続保存、外部通信されないこと,E2E実行ログ、DevTools/Network記録、スクリーンショット,なし,`spec/仕様書.md` 8.1、4.2,R007,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-054,TD043,TV043,TA012,E2E自動,Security,高,外部通信なし - 入力変更,対象HTMLをブラウザ自動テストで開けること,入力変更,ブラウザ自動テストで「入力変更」を設定し、DevTools Networkまたはコードレビューで通信・保存処理を確認する。,入力値がサーバー送信、永続保存、外部通信されないこと,E2E実行ログ、DevTools/Network記録、スクリーンショット,なし,`spec/仕様書.md` 8.1、4.2,R007,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
TC-E2E-055,TD043,TV043,TA012,E2E自動,Security,高,外部通信なし - 開始操作,対象HTMLをブラウザ自動テストで開けること,開始操作,ブラウザ自動テストで「開始操作」を設定し、DevTools Networkまたはコードレビューで通信・保存処理を確認する。,入力値がサーバー送信、永続保存、外部通信されないこと,E2E実行ログ、DevTools/Network記録、スクリーンショット,なし,`spec/仕様書.md` 8.1、4.2,R007,作成済み,Pass,20260531142100,npx playwright test --reporter=json,"chromium:Pass(passed), firefox:Pass(passed), webkit:Pass(passed)",,Playwright JSONで対象テストケースIDの全実行成功を確認
